,sentence
1186,"""|PMS Niyakap|VBTS ni|DTP Pogs|NNP ang|DTC kanyang|PRSP_CCP kapatid|NNC at|CCA magkasama|VBW silang|PRP_CCP lumangoy|VBAF papalayo|RBD sa|CCT tora|NNC -|PMS tora|NNC .|PMP
"
1187,"Magkakatabi|VBW sa|CCT kagubatan|NNC ngunit|CCT hindi|RBF nagpapansinan|VBTR .|PMP
"
1188,"Tatlong|JJN_CCP bungang|NNC_CCP -|PMS kahoy|NNC isa|PRI ang|DTC kalaban|NNC .|PMP
"
1189,"Iba|PRI ,|PMC sampalok|NNC ,|PMC kalamansi|NNC laban|NNC kay|DTP batuan|NNC .|PMP
"
1190,"Yay|NNP !|PMS
"
1191,"Ang|DTC asim|NNC !|PMS
"
1192,"Yay|NNP !|PMS
"
1193,"Ang|DTC asim|NNC !|PMS
"
1194,"Pagsikat|VBW ng|CCB araw|NNC ,|PMC apat|JJN na|CCP bunga|NNC ang|DTC nagsibabaan|VBTS mula|RBW sa|CCT kanilang|PRSP_CCP tahanan|NNC .|PMP
"
1195,"ΓÇ£|PMS Tara|NNP !|PMS
"
1196,"Laro|NNP tayo|PRP !|PMQ
"
1197,"ΓÇ¥|PMS Pagyayaya|VBW ni|DTP Wanda|NNP Batuan|NNP .|PMP
"
1198,"Walang|VBN_CCP sumagot|VBAF .|PMP
"
1199,"Tahimik|JJD ang|DTC lahat|PRI ,|PMC Ang|DTC asim|NNC ng|CCB tatlo|CDB !|PMS
"
1200,"Pati|CCA ugali|NNC maasim|JJD din|RBI .|PMP
"
1201,"ΓÇ£|PMS Tara|NNP !|PMS
"
1202,"Magkantahan|NNP tayo|PRP !|PMQ
"
1203,"ΓÇ¥|PMS pagyayaya|VBW ulit|RBW ni|DTP Batuan|NNP .|PMP
"
1204,"Walang|VBN_CCP sumagot|VBAF .|PMP
"
1205,"Tahimik|JJD ang|DTC lahat|PRI ,|PMC Ang|DTC asim|NNC ng|CCB tatlo|CDB !|PMS
"
1206,"Pati|CCA ugali|NNC maasim|JJD din|RBI .|PMP
"
1207,"ΓÇ£|NNCA Tara|NNP ,|PMC sumayaw|VBAF tayo|PRP !|PMQ
"
1208,"ΓÇ¥|PMS yaya|NNC ulit|RBW ni|DTP batuan|NNC .|PMP
"
1209,"Masama|JJD ang|DTC tingin|NNC ni|DTP Olin|NNP Iba|PRI .|PMP
"
1210,"Nang|RBW -|PMS irap|VBOF si|DTP Tamar|NNP Sampalok|NNP .|PMP
"
1211,"Sumimangot|NNP si|DTP Edan|NNP Kalamansi|NNP .|PMP
"
1212,"ΓÇ£|PMS Ewan|NNC sa|CCT ΓÇÖ|NNC yo|NNC ,|PMC Wanda|NNP !|PMS
"
1213,"ΓÇ¥|PMS sabay|JJD -|PMS sabay|RBD nilang|PRP_CCP sagot|NNC Bumalik|VBAF si|DTP Wanda|NNP sa|CCT kaniyang|PRSP_CCP sanga|NNC .|PMP
"
1214,"Umupo|NNP ,|PMC walang|VBN_CCP kausap|NNC .|PMP
"
1215,"Nanalamin|VBTS sa|CCT patak|NNC ng|CCB hamog|NNC na|CCP naiwan|VBTS sa|CCT dahon|NNC .|PMP
"
1216,"Hinawakan|VBOF ang|DTC katawang|NNC_CCP baluktot|NNC at|CCA puno|NNC ng|CCB batik|NNC .|PMP
"
1217,"Iba|PRI ang|DTC itsura|NNC ni|DTP Wanda|NNP ,|PMC kaya|CCR ayaw|RBF ng|CCB lahat|PRI sa|CCT kaniya|PRSP .|PMP
"
1218,"Walang|VBN_CCP namamansin|VBTR ,|PMC walang|VBN_CCP nakikipaglaro|VBTR .|PMP
"
1219,"Kahit|CCT di|RBF siya|PRS kasali|CCB sa|CCT kasiyahan|NNC ,|PMC tinatanaw|VBTR lamang|RBI niya|PRS ang|DTC mga|DTCP ito|PRO at|CCA binabantayan|VBTR .|PMP
"
1220,"ΓÇ£|PMS Mag|CDB -|PMS ingat|NNC kayo|PRP !|PMS
"
1221,"ΓÇ¥|PMS sigaw|NNC ni|DTP Wanda|NNP nang|RBW makita|VBW ang|DTC mga|DTCP hantik|NNC .|PMP
"
1222,"Walang|VBN_CCP sumagot|VBAF .|PMP
"
1223,"Tahimik|JJD ang|DTC lahat|PRI .|PMP
"
1224,"Paglingon|NNP ng|CCB tatlo|CDB ,|PMC natakot|VBTS sila|PRP ,|PMC at|CCA tumakbo|VBAF papunta|VBW sa|CCT kanilang|PRSP_CCP tirahan|NNC .|PMP
"
1225,"Nagsiksikan|VBTR sa|CCT sanga|NNC sina|DTPP Olin|NNP ,|PMC Tamar|NNP ,|PMC at|CCA Edan|NNP .|PMP
"
1226,"Nagtago|VBTS sila|PRP sa|CCT likod|NNC ng|CCB malapad|JJD na|CCP dahon|NNC .|PMP
"
1227,"Pasilip|NNP -|PMS silip|NNC sa|CCT butas|NNC ng|CCB dahon|NNC habang|RBW pinagmamasdan|VBTR_VBRF baka|RBM umakyat|VBAF ang|DTC mga|DTCP hantik|NNC at|CCA sila|PRP ΓÇÖ|PMS y|FW kagatin|FW .|PMP
"
1228,"Nakatago|VBTS din|RBI si|DTP Wanda|NNP sa|CCT likod|NNC ng|CCB mga|DTCP dahon|NNC na|CCP ginawa|VBOF niya|PRS bilang|CCT panangga|NNC .|PMP
"
1229,"Sinisilip|VBTR niya|PRS rin|RBI ang|DTC kalagayan|NNC ng|CCB tatlo|CDB .|PMP
"
1230,"Nanalangin|VBTR siya|PRS ,|PMC ΓÇ£|PMS Sana|VBS ligtas|JJD sina|DTPP Olin|NNP ,|PMC Tamar|NNP ,|PMC at|CCA Edan|NNP .|PMP
"
1231,"ΓÇ¥|PMS ΓÇ£|CDB Kumusta|NNP kayo|PRP diyan|PRL ,|PMC Olin|NNP !|PMS
"
1232,",|PMC Tamar|NNP !|PMS
"
1233,"Edan|NNP !|PMS
"
1234,"ΓÇ¥|PMS nag|CDB -|PMS aalalang|NNC_CCP tanong|NNC ni|DTP Wanda|NNP .|PMP
"
1235,"Walang|VBN_CCP sumagot|VBAF .|PMP
"
1236,"Tahimik|JJD ang|DTC lahat|PRI .|PMP
"
1237,"Yay|NNP !|PMS
"
1238,"Ang|DTC asim|NNC !|PMS
"
1239,"Yay|NNP !|PMS
"
1240,"Ang|DTC asim|NNC !|PMS
"
1241,"Naging|VBTS maasim|JJD pati|CCA ang|DTC panahon|NNC .|PMP
"
1242,"Maya|NNP -|PMS maya|NNC ,|PMC dumilim|VBAF ang|DTC kalangitan|NNC ,|PMC lumakas|VBAF ang|DTC hangin|NNC ,|PMC bumuhos|VBAF ang|DTC ulan|NNC .|PMP
"
1243,"Wooosh|NNP !|PMS
"
1244,"Woooosh|NNP !|PMS
"
1245,"Wooooosh|NNP !|PMS
"
1246,"Napakalakas|JJCS_JJD ng|CCB hangin|NNC !|PMS
"
1247,"Napakalas|NNP ng|CCB ulan|NNC !|PMS
"
1248,"Nadala|VBTS ng|CCB hangin|NNC ang|DTC mga|DTCP langgam|NNC at|CCA mga|DTCP dahoon|NNC .|PMP
"
1249,"Mahigpit|JJD ang|DTC hawak|NNC nina|DTPP Wanda|NNP ,|PMC Olin|NNP ,|PMC Tamar|NNP ,|PMC at|CCA Edan|NNP .|PMP
"
1250,"ΓÇ£|PMS Humawak|VBAF kayo|PRP ng|CCB mabuti|JJD !|PMS
"
1251,"ΓÇ¥|PMS sabi|VBS ni|DTP batuan|NNC .|PMP
"
1252,"Walang|VBN_CCP sumagot|VBAF .|PMP
"
1253,"Tahimik|JJD ang|DTC lahat|PRI .|PMP
"
1254,"Sa|CCT takot|NNC ,|PMC di|RBF makasagot|VBW sina|DTPP Olin|NNP ,|PMC Tamar|NNP ,|PMC at|CCA Edan|NNP .|PMP
"
1255,"Sumasayaw|VBTR sa|CCT ihip|FW ng|CCB hangin|NNC at|CCA buhos|NNC ng|CCB ulas|JJD ang|DTC mga|DTCP puno|NNC .|PMP
"
1256,"Wooooosh|NNP !|PMS
"
1257,"Woooooosh|NNP !|PMS
"
1258,"Wooooooosh|NNP !|PMS
"
1259,"Parang|CCT mapuputol|VBW ,|PMC dinuduyan|VBTR -|PMS duyan|NNC .|PMP
"
1260,"Hinawakan|VBOF ni|DTP Wanda|NNP ang|DTC kamay|NNC ni|DTP Edan|NNP .|PMP
"
1261,"Ginaya|VBOF din|RBI ni|DTP Tamar|NNP at|CCA Olin|NNP ang|DTC kaniyang|PRSP_CCP ginawa|VBOF .|PMP
"
1262,"Mahigpit|JJD na|CCP naghawakan|VBTR silang|PRP_CCP apat|CDB .|PMP
"
1263,"Kaya|CCR nakaligtas|VBTS sila|PRP sa|CCT malakas|JJD na|CCP hangin|NNC at|CCA ulan|NNC .|PMP
"
1264,"Magkakatabi|VBW sa|CCT kagubatan|NNC .|PMP
"
1265,"Magkakaibigan|VBTF .|PMP
"
1266,"Apat|JJN na|CCP bungang|NNC_CCP -|PMS kahoy|NNC ,|PMC magkakampi|NNC ,|PMC nagtutulungan|VBTR .|PMP
"
1267,"Iba|PRI ,|PMC sampalok|NNC ,|PMC kalamansi|NNC ,|PMC at|CCA batuan|NNC .|PMP
"
1268,"Yay|NNP !|PMS
"
1269,"Ang|DTC asim|NNC !|PMS
"
1270,"Yay|NNP !|PMS
"
1271,"Ang|DTC asim|NNC !|PMS
"
1272,"Pero|CCT matamis|JJD ang|DTC pagsasama|NNC .|PMP
"
1273,"Wonderful|NNP Words|NNP Batuan|NNP -|PMS Garcinia|FW binucao|FW Iba|PRI -|PMS Averrhoa|FW bilimbi|FW Sampalok|NNP -|PMS Tamarindus|NNP Indica|NNP Limon|NNP -|PMS Citrofortunella|NNP Microcarpa|NNP Hinihikayat|VBTR ng|CCB may|VBH -|PMS akda|NNC ,|PMC ilustrador|NNC ,|PMC at|CCA CANVAS|NNPA ang|DTC pagbabahagi|NNC ng|CCB aklat|NNC na|CCP ito|PRO at|CCA pagsasalin|NNC ng|CCB teksto|NNC ,|PMC ngunit|CCT hinihiling|VBTR namin|PRP na|CCP ang|DTC mga|DTCP larawan|NNC mismo|RBT ay|LM huwag|RBF baguhin|VBOF .|PMP
"
1274,"Salamat|RBS .|PMP
"
1275,"Isang|PRI_CCP araw|NNC sa|CCT kagubatan|NNC ,|PMC nagsimulang|RBD_CCP mag|VBW -|PMS alab|NNC ang|DTC apoy|NNC .|PMP
"
1276,"Ang|DTC lahat|PRI ng|CCB mga|DTCP hayop|NNC ay|LM pinilit|RBD na|CCP tumakas|VBAF .|PMP
"
1277,"Isang|PRI_CCP maliit|JJD na|CCP hummingbird|FW ang|DTC naiwan|VBTS .|PMP
"
1278,"Lumipad|VBAF ito|PRO patungo|RBL sa|CCT ilog|NNC ,|PMC pumulot|VBAF ng|CCB isang|PRI_CCP maliit|JJD na|CCP patak|NNC ng|CCB tubig|NNC sa|CCT kanyang|PRSP_CCP tuka|NNC ,|PMC lumipad|VBAF pabalik|RBD ,|PMC at|CCA ibinuhos|VBOF ang|DTC patak|NNC na|CCP iyon|PRO sa|CCT apoy|NNC .|PMP
"
1279,"Paulit|NNP -|PMS ulit|RBW ,|PMC pabalik|RBD -|PMS balik|NNC ,|PMC lumilipad|VBTR_VBAF ito|PRO sa|CCT ilog|NNC ,|PMC sa|CCT bawat|PRI oras|NNC na|CCP sumasalok|VBTR_VBAF ng|CCB isang|PRI_CCP patak|NNC at|CCA ibinubuhos|VBTR ito|PRO sa|CCT apoy|NNC .|PMP
"
1280,"Ang|DTC ibang|PRI_CCP mga|DTCP hayop|NNC ay|LM nanonood|VBTR nang|RBD hindi|RBF makapaniwala|VBTF mula|RBL sa|CCT malayong|JJD_CCP pampang|NNC .|PMP
"
1281,"Nagtawanan|VBTR sila|PRP at|CCA nagsimulang|RBD_CCP kutyain|VBOF ang|DTC hummingbird|FW .|PMP  
"
1282,"""|PMS Ano|PRQ sa|CCT tingin|NNC mo|PRS ang|DTC ginagawa|VBTR mo|PRS ?|PMQ  
"
1283,"""|PMS sa|CCT wakas|RBW ay|LM nagtanong|VBTS ang|DTC mga|DTCP hayop|NNC .|PMP
"
1284,"Walang|VBN_CCP tigil|NNC ,|PMC mahinahong|RBD_CCP sumagot|VBAF ang|DTC hummingbird|FW ,|PMC ""|PMS Ginagawa|VBTR ko|PRS kung|RBK ano|RBQ ang|DTC aking|PRSP_CCP makakaya|VBW .|PMP  
"
1285,"""|PMS Isang|PRI_CCP araw|NNC may|VBH isang|PRI_CCP lalaki|NNC ang|DTC namasyal|VBTS sa|CCT tabing|FW dagat|NNC .|PMP
"
1286,"Nakita|VBTS niya|PRS na|CCP libu|FW -|PMS libong|NNC_CCP starfish|FW ang|DTC naanod|VBTS sa|CCT pampang|NNC .|PMP
"
1287,"Habang|RBW nakatingin|VBTS siya|PRS sa|CCT dalampasigan|NNC ,|PMC may|VBH nakita|VBTS siyang|PRS_CCP pigura|NNC na|CCP parang|CCT mananayaw|NNC .|PMP
"
1288,"Habang|RBW papalapit|JJD siya|PRS ,|PMC nakita|VBTS niya|PRS na|CCP ito|PRO ay|LM isang|PRI_CCP maliit|JJD na|CCP babae|NNC ,|PMC at|CCA hindi|RBF siya|PRS sumasayaw|VBTR .|PMP
"
1289,"Sa|CCT halip|CCT ,|PMC inaabot|VBTR niya|PRS ito|PRO ,|PMC pinupulot|VBTR ang|DTC isdang|NNC_CCP -|PMS bituin|NNC ,|PMC at|CCA marahan|JJD itong|PRO_CCP ibinabalik|VBTR sa|CCT karagatan|NNC .|PMP
"
1290,"Tumawag|VBAF siya|PRS ,|PMC ""|PMS Magandang|VBOF_CCP umaga|RBW !|PMQ
"
1291,"Anong|PRQ_CCP ginagawa|VBTR_VBOF mo|PRS ?|PMQ  
"
1292,"""|PMS Huminto|VBAF ang|DTC batang|JJD_CCP babae|NNC ,|PMC tumingala|VBAF ,|PMC at|CCA sumagot|VBAF ,|PMC ""|PMS Ibinalik|VBTS ang|DTC starfish|FW sa|CCT karagatan|NNC para|CCT hindi|RBF sila|PRP mamatay|VBW .|PMP ""|PMS  
"
1293,"""|PMS Huwag|RBF kanang|JJD_CCP mag|VBW -|PMS abala|NNC ,|PMC ""|PMS sabi|VBS ng|CCB lalaki|NNC .|PMP  
"
1294,"""|PMS Masyadong|JJCS_CCP marami|PRI ang|DTC mga|DTCP starfish|FW .|PMP
"
1295,"Hindi|RBF ito|PRO magkakaroon|VBTF ng|CCB pagkakaiba|NNC .|PMP  
"
1296,"""|PMS Magalang|JJD na|CCP nakinig|VBTS ang|DTC batang|JJD_CCP babae|NNC .|PMP
"
1297,"Pagkatapos|VBW ay|LM yumuko|VBAF siya|PRS ,|PMC dinampot|VBTS ang|DTC isa|PRI pang|RBI_CCP isdang|NNC_CCP -|PMS bituin|NNC ,|PMC at|CCA itinapon|VBTS ito|PRO sa|CCT dagat|NNC ,|PMC nalampasan|VBTS ang|DTC mga|DTCP alon|NNC .|PMP
"
1298,"Pagkatapos|VBW ay|LM tumingin|VBAF siya|PRS sa|CCT lalaki|NNC ,|PMC ngumiti|VBAF ,|PMC at|CCA sinabi|VBTS ,|PMC ""|PMS Well|FW ,|PMC ito|PRO ay|LM gumawa|VBAF ng|CCB isang|PRI_CCP pagkakaiba|NNC para|CCT sa|CCT isang|PRI_CCP iyon|PRO ""|PMS Isang|PRI_CCP gabi|NNC ,|PMC nagkaroon|VBTS ng|CCB nakakatakot|RBD na|CCP panaginip|NNC ang|DTC isang|PRI_CCP Hari|NNP .|PMP
"
1299,"Nanaginip|VBTR siya|PRS na|CCP habang|RBW nakasakay|VBTS sa|CCT kanyang|PRSP_CCP kabayo|NNC sa|CCT maharlikang|JJD_CCP kagubatan|NNC ,|PMC ang|DTC hanging|NNC_CCP habagat|NNC ay|LM tumawag|VBAF :|PMS ""|PMS Mag|NNCA -|PMS ingat|NNC sa|CCT pagbagsak|NNC ng|CCB mga|DTCP puno|NNC !|PMS
"
1300,"Mag|NNP -|PMS ingat|NNC sa|CCT pagbagsak|NNC ng|CCB mga|DTCP puno|NNC !|PMS  
"
1301,"""|PMS Kahit|CCT na|CCP ang|DTC mga|DTCP puno|NNC ay|LM magaganda|JJD at|CCA marahan|JJD na|CCP kumakaway|VBTR_VBAF sa|CCT hangin|NNC ,|PMC ang|DTC Hari|NNP ay|LM natakot|VBTS .|PMP
"
1302,"Pinaikot|VBOF niya|PRS ang|DTC kanyang|PRSP_CCP kabayo|NNC at|CCA tumakbo|VBAF palabas|NNC ng|CCB kagubatan|NNC .|PMP
"
1303,"Kinaumagahan|NNP ,|PMC inutusan|VBOF ng|CCB Hari|NNP ang|DTC kanyang|PRSP_CCP mga|DTCP tao|NNC na|CCP putulin|VBOF ang|DTC lahat|PRI ng|CCB puno|NNC sa|CCT kaharian|NNC .|PMP  
"
1304,"""|PMS Ayaw|RBF naming|PRP_CCP malaglag|VBW ang|DTC mga|DTCP puno|NNC at|CCA masaktan|VBW ang|DTC aming|PRSP_CCP mga|DTCP anak|NNC ,|PMC ""|PMS katwiran|NNC niya|PRS .|PMP  
"
1305,"""|PMS Aalisin|VBTF_VBOF namin|PRP ang|DTC kagubatan|NNC at|CCA sa|CCT halip|CCT ay|LM magtatanim|VBTF ng|CCB gulay|NNC .|PMP  
"
1306,"""|PMS Nagustuhan|VBTS ng|CCB mga|DTCP tao|NNC ang|DTC ideya|NNC ng|CCB Hari|NNP ,|PMC sa|CCT ngayon|RBW ay|LM pinili|VBOF nila|PRP ang|DTC pinakamagagandang|JJCS_JJD_CCP kahoy|NNC sa|CCT kagubatan|NNC upang|CCB itayo|VBOF ng|CCB mga|DTCP bahay|NNC at|CCA kasangkapan|NNC ,|PMC at|CCA ang|DTC iba|PRI pang|RBI_CCP mga|DTCP puno|NNC ay|LM ibinebenta|VBTR sa|CCT magagandang|JJD_CCP presyo|NNC sa|CCT mga|DTCP kalapit|JJD na|CCP kaharian|NNC .|PMP
"
1307,"Nang|RBW maputol|VBW ang|DTC lahat|PRI ng|CCB mga|DTCP puno|NNC ,|PMC nakaramdam|VBTS ng|CCB saya|NNC ang|DTC Hari|NNP ,|PMC at|CCA gumaan|VBAF ang|DTC pakiramdam|NNC .|PMP
"
1308,"Ngunit|CCT ang|DTC mga|DTCP tao|NNC ay|LM hindi|RBF nasisiyahan|VBTR .|PMP
"
1309,"Ang|DTC mga|DTCP puno|NNC ay|LM nagbigay|VBTS ng|CCB trabaho|NNC para|CCT sa|CCT mga|DTCP magtotroso|VBW at|CCA karpintero|NNC ,|PMC at|CCA mga|DTCP tahanan|NNC para|CCT sa|CCT mga|DTCP ibon|NNC .|PMP
"
1310,"At|CCA habang|RBW nami|PRI -|PMS miss|FW nila|PRP ang|DTC kanilang|PRSP_CCP trabaho|NNC ,|PMC na|CCP -|PMS miss|NNC nila|PRP ang|DTC mga|DTCP ibon|NNC higit|JJCC sa|CCT lahat|PRI .|PMP
"
1311,"Di|RBF -|PMS nagtagal|VBTS pagkatapos|RBW mawala|VBW ang|DTC mga|DTCP puno|NNC ,|PMC nagsimulang|RBD_CCP umihip|VBAF ang|DTC tuyot|JJD na|CCP hanging|NNC_CCP habagat|NNC .|PMP
"
1312,"Ito|PRO ay|LM humihip|VBTR_VBAF araw|NNC -|PMS araw|NNC .|PMP
"
1313,"Nagsimulang|VBTS_CCP matuyo|RBD at|CCA mamatay|VBW ang|DTC mga|DTCP pananim|NNC na|CCP gulay|NNC .|PMP
"
1314,"Walang|VBN_CCP magawa|VBW ang|DTC mga|DTCP tao|NNC sa|CCT kanilang|PRSP_CCP mga|DTCP bahay|NNC habang|RBW pinapanood|VBTR ang|DTC hangin|NNC na|CCP binubunot|VBTR ang|DTC kanilang|PRSP_CCP mga|DTCP hardin|NNC at|CCA nakakalat|VBTR ang|DTC mga|DTCP patay|NNC na|CCP halaman|NNC sa|CCT buong|PRI_CCP lupain|NNC .|PMP
"
1315,"Nag|NNP -|PMS aalala|NNC ang|DTC Hari|NNP .|PMP
"
1316,"Tinawag|VBOF niya|PRS ang|DTC kanyang|PRSP_CCP kabayo|NNC at|CCA sumakay|VBAF sa|CCT mga|DTCP bukid|NNC upang|CCB siyasatin|VBOF ang|DTC pinsala|NNC .|PMP
"
1317,"Wala|VBN nang|RBW mga|DTCP puno|NNC upang|CCB basagin|VBOF ang|DTC galit|NNC ng|CCB hangin|NNC .|PMP
"
1318,"Habang|RBW pabilis|RBD ng|RBD pabilis|RBD ang|DTC ihip|FW ng|CCB hangin|NNC ,|PMC tinangay|VBTS nito|PRO ang|DTC mga|DTCP lantang|NNC_CCP halaman|NNC at|CCA lupa|NNC sa|CCT paglampas|NNC ng|CCB Hari|NNP ,|PMC na|CCP tulala|JJD na|CCP nakamasid|VBTS sa|CCT pag|CCR -|PMS ihip|FW ng|CCB kanyang|PRSP_CCP kaharian|NNC pahilaga|JJD .|PMP
"
1319,"Nawala|VBTS sa|CCT mga|DTCP ulap|NNC ng|CCB alikabok|NNC at|CCA nag|VBTS -|PMS aanod|FW na|CCP buhangin|NNC ,|PMC nadaig|VBTS ng|CCB pagod|NNC ang|DTC Hari|NNP .|PMP
"
1320,"Nakayukong|JJD_CCP natutulog|VBTR sa|CCT upuan|NNC ,|PMC narinig|VBTS niya|PRS ang|DTC timog|JJD na|CCP hanging|NNC_CCP tumawag|VBAF :|PMS ""|PMS Mag|NNCA -|PMS ingat|NNC sa|CCT pagbagsak|NNC ng|CCB mga|DTCP puno|NNC !|PMS
"
1321,"Mag|NNP -|PMS ingat|NNC sa|CCT pagbagsak|NNC ng|CCB mga|DTCP puno|NNC !|PMS  
"
1322,"""|PMS "
